municipio,aproach,date,total_itens,tp_total,fn_total,fp_total,recall,precision,f1_score,median_duration_min,median_duration,max_duration,max_durationMin,median_num_access_node,max_num_access_node,all_access_node,combination,tipo_exp
Areia de Baraúnas,bandit,2019-12-05T20:11:44Z,48,39,2,1,0.9512195121951219,0.975,0.9629629629629629,9,520106,22194830,370,10,94,942,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,bfs,2019-11-28T21:37:41Z,48,40,1,1,0.975609756097561,0.975609756097561,0.975609756097561,27,1615166,1742565,29,18,20,676,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,bfs,2019-12-02T21:28:49Z,48,40,1,1,0.975609756097561,0.975609756097561,0.975609756097561,30,1820867,1912219,32,18,20,676,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,bfs,2019-12-07T11:08:13Z,48,40,1,1,0.975609756097561,0.975609756097561,0.975609756097561,26,1589860,1732853,29,18,20,676,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,bfs,2019-12-09T03:40:46Z,48,40,1,1,0.975609756097561,0.975609756097561,0.975609756097561,26,1589512,1735545,29,18,20,676,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,dfs,2019-11-27T18:58:35Z,48,34,7,1,0.8292682926829268,0.9714285714285714,0.8947368421052632,26,1554206,33217686,554,15,118,1186,EasyWeb / Publicsoft / e-TICons,less_itens
Areia de Baraúnas,dfs,2019-12-04T22:08:04Z,48,33,11,0,0.75,1,0.8571428571428571,24,1459265,9417060,157,15,38,595,EasyWeb / Publicsoft / e-TICons,less_itens
Barra de Santa Rosa,bandit,2019-11-28T18:49:03Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,35,2082660,9673047,161,22,131,1510,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,bandit,2019-12-04T14:32:46Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,88,5250557,9725042,162,30,131,1710,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,bfs,2019-11-28T20:28:43Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,22,1306450,9859239,164,15,131,1371,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,bfs,2019-12-03T13:49:25Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,20,1184963,9643186,161,15,131,1371,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,bfs,2019-12-07T11:37:07Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,21,1238045,10276653,171,16,131,1394,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,bfs,2019-12-09T04:09:43Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,21,1235844,10190079,170,16,131,1394,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,dfs,2019-11-29T02:07:59Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,35,2081367,10706604,178,21,137,1573,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,dfs,2019-12-04T22:08:04Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,40,2413818,10694284,178,21,137,1573,Portal Próprio / Elmar Tecnologia,less_itens
Barra de Santa Rosa,dfs,2019-12-08T16:49:10Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,25,1477958,11348629,189,19,137,1527,Portal Próprio / Elmar Tecnologia,less_itens
Bayeux,bandit,2019-11-28T01:06:50Z,48,36,9,3,0.8,0.9230769230769231,0.8571428571428571,26,1571602,2359626,39,55,61,1959,e-TICons,less_itens
Bayeux,bandit,2019-12-04T19:24:58Z,48,37,8,3,0.8222222222222222,0.925,0.8705882352941177,32,1907391,5623539,94,36,103,1823,e-TICons,less_itens
Bayeux,bfs,2019-11-28T21:40:44Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,41,2473031,8147329,136,47,125,2226,e-TICons,less_itens
Bayeux,bfs,2019-12-02T21:28:49Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,44,2623731,8444284,141,47,126,2231,e-TICons,less_itens
Bayeux,bfs,2019-12-07T14:28:24Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,41,2450561,8992569,150,47,126,2343,e-TICons,less_itens
Bayeux,bfs,2019-12-09T06:59:34Z,48,40,5,3,0.8888888888888888,0.9302325581395349,0.9090909090909092,40,2380572,8932754,149,47,126,2343,e-TICons,less_itens
Bayeux,dfs,2019-11-27T03:11:38Z,48,33,12,3,0.7333333333333333,0.9166666666666666,0.8148148148148148,61,3656700,5157637,86,57,62,2059,e-TICons,less_itens
Bayeux,dfs,2019-11-29T09:26:58Z,48,36,9,3,0.8,0.9230769230769231,0.8571428571428571,79,4718806,8626945,144,68,129,2815,e-TICons,less_itens
Bayeux,dfs,2019-12-08T19:58:19Z,48,36,9,3,0.8,0.9230769230769231,0.8571428571428571,79,4733068,9191462,153,68,129,2975,e-TICons,less_itens
Belém do Brejo do Cruz,bandit,2019-11-25T16:38:09Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,20,1177759,2423916,40,12,18,611,Publicsoft,less_itens
Belém do Brejo do Cruz,bandit,2019-11-28T14:06:36Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,16,942977,1402903,23,15,23,704,Publicsoft,less_itens
Belém do Brejo do Cruz,bfs,2019-11-25T16:38:41Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,25,1519013,2525500,42,16,19,708,Publicsoft,less_itens
Belém do Brejo do Cruz,bfs,2019-12-02T21:28:49Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,27,1641065,2472021,41,16,19,708,Publicsoft,less_itens
Belém do Brejo do Cruz,bfs,2019-12-09T09:28:28Z,48,43,2,3,0.9555555555555556,0.9347826086956522,0.945054945054945,23,1355623,2291340,38,16,19,708,Publicsoft,less_itens
Belém do Brejo do Cruz,dfs,2019-11-27T01:23:07Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,29,1718488,3565195,59,17,24,771,Publicsoft,less_itens
Belém do Brejo do Cruz,dfs,2019-11-29T11:50:46Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,24,1463631,3317569,55,17,24,771,Publicsoft,less_itens
Belém do Brejo do Cruz,dfs,2019-12-08T22:31:32Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,24,1466825,3321506,55,17,24,771,Publicsoft,less_itens
Bom Jesus,bandit,2019-11-26T19:51:11Z,48,42,5,1,0.8936170212765957,0.9767441860465116,0.9333333333333332,119,7150595,13760711,229,94,139,3141,Elmar Tecnologia,less_itens
Bom Jesus,bandit,2019-11-28T14:06:36Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,70,4180146,4633404,77,104,113,3261,Elmar Tecnologia,less_itens
Bom Jesus,bfs,2019-11-26T19:50:55Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,81,4847978,18468826,308,92,169,3245,Elmar Tecnologia,less_itens
Bom Jesus,bfs,2019-12-02T21:29:35Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,71,4248691,14524294,242,92,169,3245,Elmar Tecnologia,less_itens
Bom Jesus,bfs,2019-12-07T16:59:02Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,72,4336738,15179590,253,92,169,3251,Elmar Tecnologia,less_itens
Bom Jesus,bfs,2019-12-09T10:06:40Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,73,4361500,16054943,268,92,169,3251,Elmar Tecnologia,less_itens
Bom Jesus,dfs,2019-11-29T02:07:59Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,112,6744817,15601094,260,114,179,3873,Elmar Tecnologia,less_itens
Bom Jesus,dfs,2019-12-04T22:54:22Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,112,6712302,15666513,261,114,179,3873,Elmar Tecnologia,less_itens
Bom Jesus,dfs,2019-12-08T23:26:54Z,48,43,4,1,0.9148936170212766,0.9772727272727273,0.945054945054945,119,7140264,16480897,275,114,179,3873,Elmar Tecnologia,less_itens
Bom Sucesso,bandit,2019-11-28T14:06:36Z,48,39,9,0,0.8125,1,0.896551724137931,5,273678,544693,9,6,10,297,DC Soluções,less_itens
Bom Sucesso,bandit,2019-12-04T19:38:23Z,48,39,9,0,0.8125,1,0.896551724137931,5,297984,783905,13,7,12,336,DC Soluções,less_itens
Bom Sucesso,bfs,2019-11-28T21:44:02Z,48,39,9,0,0.8125,1,0.896551724137931,3,185865,793693,13,6,12,308,DC Soluções,less_itens
Bom Sucesso,bfs,2019-12-02T21:28:49Z,48,39,9,0,0.8125,1,0.896551724137931,5,309174,977286,16,6,12,308,DC Soluções,less_itens
Bom Sucesso,bfs,2019-12-07T21:12:02Z,48,38,10,0,0.7916666666666666,1,0.8837209302325582,4,247736,838138,14,6,12,317,DC Soluções,less_itens
Bom Sucesso,bfs,2019-12-09T14:34:16Z,48,39,9,0,0.8125,1,0.896551724137931,3,183295,823185,14,6,12,308,DC Soluções,less_itens
Bom Sucesso,dfs,2019-11-29T12:09:43Z,48,39,9,0,0.8125,1,0.896551724137931,5,293231,776353,13,7,12,332,DC Soluções,less_itens
Bom Sucesso,dfs,2019-12-06T20:44:25Z,48,39,9,0,0.8125,1,0.896551724137931,5,303816,836939,14,7,12,332,DC Soluções,less_itens
Bom Sucesso,dfs,2019-12-09T04:01:36Z,48,39,9,0,0.8125,1,0.896551724137931,5,289042,835873,14,7,12,332,DC Soluções,less_itens
Campina Grande,bandit,2019-11-28T16:53:54Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,7,424667,3639438,61,7,33,537,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bandit,2019-12-04T15:45:37Z,48,41,5,2,0.8913043478260869,0.9534883720930233,0.9213483146067417,10,589329,3467207,58,10,32,600,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bandit,2019-12-09T12:38:40Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,6,355997,3650207,61,6,33,523,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bfs,2019-11-28T18:49:29Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,12,720555,3658903,61,11,33,638,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bfs,2019-12-03T13:48:31Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,12,704123,3638210,61,11,33,638,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bfs,2019-12-07T21:26:01Z,48,41,5,2,0.8913043478260869,0.9534883720930233,0.9213483146067417,12,720879,791223,13,11,11,424,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,bfs,2019-12-09T14:48:00Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,11,687623,3627298,60,11,36,662,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,dfs,2019-11-29T02:07:59Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,10,599755,3494434,58,9,32,601,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,dfs,2019-12-05T13:31:28Z,48,38,8,2,0.8260869565217391,0.95,0.8837209302325583,10,584642,3456739,58,9,32,601,Alfa Consultoria / Publicsoft,less_itens
Campina Grande,dfs,2019-12-09T12:38:50Z,48,41,5,2,0.8913043478260869,0.9534883720930233,0.9213483146067417,10,623422,3520137,59,9,32,595,Alfa Consultoria / Publicsoft,less_itens
Carrapateira,bandit,2019-11-28T14:20:50Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,14,836419,4380804,73,23,109,2824,Elmar Tecnologia,less_itens
Carrapateira,bandit,2019-12-04T16:43:25Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,19,1159987,7060784,118,22,112,2989,Elmar Tecnologia,less_itens
Carrapateira,bfs,2019-11-28T20:28:43Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,19,1111783,4136735,69,22,91,2381,Elmar Tecnologia,less_itens
Carrapateira,bfs,2019-12-02T22:00:43Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,16,977638,3974934,66,22,91,2381,Elmar Tecnologia,less_itens
Carrapateira,bfs,2019-12-07T21:39:13Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,18,1059584,4250861,71,22,91,2381,Elmar Tecnologia,less_itens
Carrapateira,bfs,2019-12-09T15:48:28Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,17,1044129,4311769,72,22,91,2381,Elmar Tecnologia,less_itens
Carrapateira,dfs,2019-11-29T02:07:59Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,20,1196437,9868724,164,24,137,3612,Elmar Tecnologia,less_itens
Carrapateira,dfs,2019-12-04T23:33:15Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,20,1186563,9827796,164,24,137,3612,Elmar Tecnologia,less_itens
Carrapateira,dfs,2019-12-09T05:13:49Z,48,42,4,2,0.9130434782608695,0.9545454545454546,0.9333333333333332,21,1238282,10250406,171,24,137,3612,Elmar Tecnologia,less_itens
Conceição,bandit,2019-12-05T20:50:11Z,48,30,5,4,0.8571428571428571,0.8823529411764706,0.8695652173913043,36,2169994,32534740,542,43,123,2116,EasyWeb / e-TICons,less_itens
Conceição,bandit,2019-12-06T15:17:00Z,48,25,10,4,0.7142857142857143,0.8620689655172413,0.7812500000000001,24,1464723,34700757,578,29,128,1719,EasyWeb / e-TICons,less_itens
Conceição,bandit,2019-12-06T20:10:43Z,48,13,4,4,0.7647058823529411,0.7647058823529411,0.7647058823529412,34,2034008,10903106,182,37,94,1764,EasyWeb / e-TICons,less_itens
Conceição,bandit,2019-12-07T03:35:07Z,48,13,4,4,0.7647058823529411,0.7647058823529411,0.7647058823529412,33,1992664,26532298,442,37,97,1752,EasyWeb / e-TICons,less_itens
Conceição,bfs,2019-11-29T17:19:42Z,48,12,7,4,0.631578947368421,0.75,0.6857142857142857,34,2047240,8301133,138,46,79,1868,EasyWeb / e-TICons,less_itens
Conceição,bfs,2019-12-02T22:06:36Z,48,12,7,4,0.631578947368421,0.75,0.6857142857142857,31,1834344,8502539,142,44,80,1852,EasyWeb / e-TICons,less_itens
Conceição,bfs,2019-12-05T22:03:28Z,48,12,7,4,0.631578947368421,0.75,0.6857142857142857,39,2361603,8292235,138,48,79,1914,EasyWeb / e-TICons,less_itens
Conceição,bfs,2019-12-07T03:35:01Z,48,12,7,4,0.631578947368421,0.75,0.6857142857142857,32,1931627,8329876,139,45,79,1854,EasyWeb / e-TICons,less_itens
Conceição,bfs,2019-12-08T20:09:31Z,48,12,7,4,0.631578947368421,0.75,0.6857142857142857,31,1857355,8271198,138,45,79,1845,EasyWeb / e-TICons,less_itens
Conceição,dfs,2019-11-29T03:06:14Z,48,31,5,4,0.8611111111111112,0.8857142857142857,0.8732394366197184,29,1728377,38906445,648,18,135,1548,EasyWeb / e-TICons,less_itens
Conceição,dfs,2019-12-05T00:45:02Z,48,31,5,4,0.8611111111111112,0.8857142857142857,0.8732394366197184,29,1763339,35674327,595,18,136,1553,EasyWeb / e-TICons,less_itens
Conceição,dfs,2019-12-07T03:34:57Z,48,31,5,4,0.8611111111111112,0.8857142857142857,0.8732394366197184,31,1842900,47069124,784,18,136,1553,EasyWeb / e-TICons,less_itens
Coremas,bandit,2019-11-28T01:50:03Z,48,39,8,1,0.8297872340425532,0.975,0.896551724137931,17,1030959,3026126,50,35,61,1424,e-TICons,less_itens
Coremas,bandit,2019-12-04T17:14:53Z,48,36,11,1,0.7659574468085106,0.972972972972973,0.8571428571428571,13,809976,1543630,26,23,36,1155,e-TICons,less_itens
Coremas,bfs,2019-11-28T21:47:47Z,48,36,11,1,0.7659574468085106,0.972972972972973,0.8571428571428571,21,1284083,2608011,43,30,60,1298,e-TICons,less_itens
Coremas,bfs,2019-12-02T22:10:02Z,48,39,8,1,0.8297872340425532,0.975,0.896551724137931,21,1283848,2614664,44,33,60,1370,e-TICons,less_itens
Coremas,bfs,2019-12-07T22:50:05Z,48,39,8,1,0.8297872340425532,0.975,0.896551724137931,22,1331883,2617147,44,34,60,1393,e-TICons,less_itens
Coremas,bfs,2019-12-09T17:00:21Z,48,39,8,1,0.8297872340425532,0.975,0.896551724137931,23,1351496,2622809,44,34,60,1393,e-TICons,less_itens
Coremas,dfs,2019-11-27T03:19:11Z,48,38,9,1,0.8085106382978723,0.9743589743589743,0.8837209302325582,44,2648405,7878065,131,39,103,1899,e-TICons,less_itens
Coremas,dfs,2019-12-05T01:06:19Z,48,33,14,1,0.7021276595744681,0.9705882352941176,0.8148148148148149,30,1806943,7008216,117,39,103,1899,e-TICons,less_itens
Coremas,dfs,2019-12-09T08:04:41Z,48,33,14,1,0.7021276595744681,0.9705882352941176,0.8148148148148149,31,1837185,6990235,117,39,103,1896,e-TICons,less_itens
Cruz do Espírito Santo,bandit,2019-11-28T02:20:04Z,48,45,0,3,1,0.9375,0.967741935483871,11,656984,944680,16,13,17,579,Publicsoft,less_itens
Cruz do Espírito Santo,bandit,2019-12-04T17:40:37Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,13,780661,2131428,36,9,17,496,Publicsoft,less_itens
Cruz do Espírito Santo,bfs,2019-11-28T21:57:17Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,17,1042940,2132986,36,12,17,565,Publicsoft,less_itens
Cruz do Espírito Santo,bfs,2019-12-02T22:40:58Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,17,1035003,2125657,35,12,17,565,Publicsoft,less_itens
Cruz do Espírito Santo,bfs,2019-12-07T23:33:43Z,48,44,1,3,0.9777777777777777,0.9361702127659575,0.9565217391304347,17,1032099,2128538,35,12,17,565,Publicsoft,less_itens
Cruz do Espírito Santo,dfs,2019-11-27T01:23:07Z,48,45,0,3,1,0.9375,0.967741935483871,22,1342484,2398884,40,13,17,610,Publicsoft,less_itens
Cruz do Espírito Santo,dfs,2019-12-05T01:29:51Z,48,45,0,3,1,0.9375,0.967741935483871,19,1132035,2161536,36,13,17,610,Publicsoft,less_itens
Cruz do Espírito Santo,dfs,2019-12-09T10:01:12Z,48,45,0,3,1,0.9375,0.967741935483871,19,1128301,2156816,36,13,17,610,Publicsoft,less_itens
Esperança,bandit,2019-11-28T02:35:50Z,48,41,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,4,261556,903535,15,13,27,797,Info Public,less_itens
Esperança,bandit,2019-12-04T17:47:29Z,48,39,3,1,0.9285714285714286,0.975,0.951219512195122,4,230223,907332,15,12,27,782,Info Public,less_itens
Esperança,bfs,2019-11-28T22:06:44Z,48,41,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,3,155670,694301,12,12,26,735,Info Public,less_itens
Esperança,bfs,2019-12-02T22:53:38Z,48,41,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,3,153507,691754,12,12,26,735,Info Public,less_itens
Esperança,bfs,2019-12-08T00:09:13Z,48,41,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762,3,151302,694335,12,12,26,735,Info Public,less_itens
Esperança,dfs,2019-11-27T04:37:37Z,48,39,3,1,0.9285714285714286,0.975,0.951219512195122,15,907632,1548872,26,20,27,848,Info Public,less_itens
Esperança,dfs,2019-12-05T02:05:54Z,48,39,3,1,0.9285714285714286,0.975,0.951219512195122,8,478257,845057,14,20,27,848,Info Public,less_itens
Esperança,dfs,2019-12-09T10:37:09Z,48,39,3,1,0.9285714285714286,0.975,0.951219512195122,8,450521,846878,14,20,27,848,Info Public,less_itens
Gado Bravo,bandit,2019-11-28T02:40:30Z,48,32,2,1,0.9411764705882353,0.9696969696969697,0.955223880597015,5,303648,399456,7,9,9,332,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,bandit,2019-12-04T17:50:44Z,48,32,2,1,0.9411764705882353,0.9696969696969697,0.955223880597015,5,295471,687498,11,6,9,260,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,bfs,2019-11-28T22:18:20Z,48,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,7,439157,674632,11,9,9,323,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,bfs,2019-12-02T23:05:11Z,48,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,8,453266,680051,11,9,9,323,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,bfs,2019-12-08T00:20:48Z,48,33,2,1,0.9428571428571428,0.9705882352941176,0.9565217391304348,7,437075,701404,12,9,9,323,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,dfs,2019-11-27T18:59:09Z,48,32,2,1,0.9411764705882353,0.9696969696969697,0.955223880597015,5,282965,872536,15,4,9,229,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,dfs,2019-12-05T02:17:03Z,48,32,2,1,0.9411764705882353,0.9696969696969697,0.955223880597015,2,145255,671509,11,4,9,229,Franinformática / Publicsoft / Aspec Informática,less_itens
Gado Bravo,dfs,2019-12-09T10:51:17Z,48,32,2,1,0.9411764705882353,0.9696969696969697,0.955223880597015,2,142128,673861,11,4,9,229,Franinformática / Publicsoft / Aspec Informática,less_itens
Ingá,bandit,2019-11-28T14:30:00Z,48,29,2,4,0.9354838709677419,0.8787878787878788,0.90625,2,149905,646043,11,4,21,343,Portal Próprio / Publicsoft,less_itens
Ingá,bandit,2019-12-06T20:11:26Z,48,29,2,4,0.9354838709677419,0.8787878787878788,0.90625,7,417774,1103744,18,6,21,399,Portal Próprio / Publicsoft,less_itens
Ingá,bfs,2019-11-28T20:28:43Z,48,29,2,4,0.9354838709677419,0.8787878787878788,0.90625,10,581634,1166203,19,8,21,454,Portal Próprio / Publicsoft,less_itens
Ingá,bfs,2019-12-02T23:06:59Z,48,29,2,4,0.9354838709677419,0.8787878787878788,0.90625,9,513157,1099571,18,8,21,454,Portal Próprio / Publicsoft,less_itens
